id,year,company,country,industry_group,weight_kg,carbon_footprint_pcf,upstream_percent_total_pcf,operations_percent_total_pcf,downstream_percent_total_pcf
17788 4 2014,2014,Steelcase,USA,Commercial & Professional Services,17.252,85.5,null,null,null
17788 5 2016,2016,Steelcase,USA,Commercial & Professional Services,21.77,100.2,null,null,null
17788 6 2016,2016,Steelcase,USA,Commercial & Professional Services,44.706,160,null,null,null
17788 7 2016,2016,Steelcase,USA,Commercial & Professional Services,13.01,111.2,null,null,null
17788 8 2016,2016,Steelcase,USA,Commercial & Professional Services,34.8,110,null,null,null
17788 9 2016,2016,Steelcase,USA,Commercial & Professional Services,42.1,100,null,null,null
18141 1 2015,2015,Syngenta AG,Switzerland,Chemicals,1,2.8,null,null,null
18141 2 2015,2015,Syngenta AG,Switzerland,Chemicals,1,3.72,null,null,null
18141 3 2015,2015,Syngenta AG,Switzerland,Chemicals,1,4.82,null,null,null
18141 4 2015,2015,Syngenta AG,Switzerland,Chemicals,1,1.02,null,null,null
18288 1 2013,2013,Tata Chemicals,India,Materials,1000,1282,null,null,null
18288 1 2014,2014,Tata Chemicals,India,Materials,1000,1057,null,null,null
18288 1 2015,2015,Tata Chemicals,India,Chemicals,1000,1006,null,null,null
18288 1 2017,2017,Tata Chemicals,India,Materials,1000,870,null,null,null
18288 2 2013,2013,Tata Chemicals,India,Materials,1000,701,null,null,null
18288 3 2014,2014,Tata Chemicals,India,Materials,1000,840,null,null,null
18288 3 2015,2015,Tata Chemicals,India,Chemicals,1000,764,null,null,null
18288 4 2015,2015,Tata Chemicals,India,Chemicals,1000,504,null,null,null
18288 5 2015,2015,Tata Chemicals,India,Chemicals,1000,701,null,null,null
18288 6 2015,2015,Tata Chemicals,India,Chemicals,1000,1083,null,null,null
18344 1 2014,2014,Tata Steel,India,Materials,1000,2425,25.35%,70.60%,4.05%
18344 1 2015,2015,Tata Steel,India,"Mining   Iron, Aluminum, Other Metals",1000,2615,23.36%,65.05%,11.59%
18344 2 2014,2014,Tata Steel,India,Materials,1000,2549,25.35%,70.60%,4.05%
18344 2 2015,2015,Tata Steel,India,"Mining   Iron, Aluminum, Other Metals",1000,2746,23.35%,65.04%,11.61%
18344 3 2014,2014,Tata Steel,India,Materials,1000,2611,25.35%,70.59%,4.06%
18344 3 2015,2015,Tata Steel,India,"Mining   Iron, Aluminum, Other Metals",1000,2820,23.36%,65.06%,11.58%
18585 1 2013,2013,TETRA PAK,Sweden,Materials,0.009,0.017,88.24%,11.76%,0.00%
18585 1 2014,2014,TETRA PAK,Sweden,Materials,0.009,0.017,88.24%,11.76%,0.00%
18585 1 2015,2015,TETRA PAK,Sweden,Containers & Packaging,0.009,0.017,88.24%,11.76%,0.00%
18585 1 2016,2016,TETRA PAK,Sweden,Materials,0.009,0.016,81.25%,18.75%,0.00%
18585 2 2013,2013,TETRA PAK,Sweden,Materials,0.01,0.018,88.89%,11.11%,0.00%
18585 2 2014,2014,TETRA PAK,Sweden,Materials,0.01,0.018,88.89%,11.11%,0.00%
18585 2 2015,2015,TETRA PAK,Sweden,Containers & Packaging,0.01,0.018,88.89%,11.11%,0.00%
18585 2 2016,2016,TETRA PAK,Sweden,Materials,0.01,0.018,83.33%,16.67%,0.00%
18585 3 2013,2013,TETRA PAK,Sweden,Materials,0.01,0.018,88.89%,11.11%,0.00%
18585 3 2014,2014,TETRA PAK,Sweden,Materials,0.01,0.018,88.89%,11.11%,0.00%
18585 3 2015,2015,TETRA PAK,Sweden,Containers & Packaging,0.01,0.018,88.89%,11.11%,0.00%
18585 3 2016,2016,TETRA PAK,Sweden,Materials,0.01,0.017,82.35%,17.65%,0.00%
18585 4 2013,2013,TETRA PAK,Sweden,Materials,0.028,0.046,86.96%,13.04%,0.00%
18585 4 2014,2014,TETRA PAK,Sweden,Materials,0.028,0.046,86.96%,13.04%,0.00%
18585 4 2015,2015,TETRA PAK,Sweden,Containers & Packaging,0.028,0.046,86.96%,13.04%,0.00%
18585 4 2016,2016,TETRA PAK,Sweden,Materials,0.028,0.042,83.33%,16.67%,0.00%
1884 1 2013,2013,Bloomberg,USA,Media,14.6,9438,64.62%,0.57%,34.81%
1884 1 2014,2014,Bloomberg,USA,Media,14.6,9438,64.62%,0.57%,34.81%
1884 1 2015,2015,Bloomberg,USA,Media,14.6,1766,19.53%,1.02%,79.46%
1884 1 2016,2016,Bloomberg,USA,Media,14.6,1766,19.53%,1.02%,79.46%
1884 2 2013,2013,Bloomberg,USA,Media,1.08,93.68,33.96%,11.12%,54.92%
1884 2 2014,2014,Bloomberg,USA,Media,1.08,93.68,33.96%,11.12%,54.92%
1884 2 2015,2015,Bloomberg,USA,Media,1.08,40,56.43%,4.31%,39.26%
1884 2 2016,2016,Bloomberg,USA,Media,1.08,40,56.43%,4.31%,39.26%
1884 3 2013,2013,Bloomberg,USA,Media,0.029,2.18,84.33%,6.91%,8.76%
1884 3 2014,2014,Bloomberg,USA,Media,0.029,2.18,84.33%,6.91%,8.76%
1884 3 2015,2015,Bloomberg,USA,Media,0.029,2,78.39%,15.58%,6.03%
1884 3 2016,2016,Bloomberg,USA,Media,0.029,2,78.39%,15.58%,6.03%
19100 1 2013,2013,Technicolor SA,France,Media,0.599,111,4.19%,1.60%,94.21%
19100 1 2014,2014,Technicolor SA,France,Media,0.599,111,4.19%,1.60%,94.21%
19100 1 2015,2015,Technicolor SA,France,Media,0.599,111,4.19%,1.60%,94.21%
19238 3 2017,2017,"Toppan Printing Co., Ltd.",Japan,Commercial & Professional Services,13.44,377.6,70.15%,27.65%,2.20%
19238 4 2017,2017,"Toppan Printing Co., Ltd.",Japan,Commercial & Professional Services,13.44,363,68.94%,31.06%,0.00%
19429 1 2016,2016,Trelleborg AB,Sweden,Capital Goods,370.69,1408.62,63.92%,32.99%,3.09%
20033 1 2013,2013,Radius Systems,United Kingdom,Capital Goods,1,2.52,91.39%,7.94%,0.67%
20309 1 2013,2013,Volkswagen AG,Germany,Automobiles & Components,993,21725,18.63%,5.75%,75.62%
20309 1 2014,2014,Volkswagen AG,Germany,Automobiles & Components,993,21725,null,null,null
20309 1 2015,2015,Volkswagen AG,Germany,Automobiles & Components,993,21725,null,null,null
20309 1 2016,2016,Volkswagen AG,Germany,Automobiles & Components,993,21725,null,null,null
20309 2 2013,2013,Volkswagen AG,Germany,Automobiles & Components,1358.056,22218,19.52%,6.02%,74.46%
20309 2 2014,2014,Volkswagen AG,Germany,Automobiles & Components,1394.343,22218,null,null,null
20309 2 2015,2015,Volkswagen AG,Germany,Automobiles & Components,1394.343,22218,null,null,null
20309 2 2016,2016,Volkswagen AG,Germany,Automobiles & Components,1358.056,22218,null,null,null
20309 3 2013,2013,Volkswagen AG,Germany,Automobiles & Components,1539.039,28011,20.54%,6.33%,73.12%
20309 3 2014,2014,Volkswagen AG,Germany,Automobiles & Components,1539.039,28011,null,null,null
20309 3 2015,2015,Volkswagen AG,Germany,Automobiles & Components,1539.039,28011,null,null,null
20309 3 2016,2016,Volkswagen AG,Germany,Automobiles & Components,1539.039,28011,null,null,null
20309 4 2013,2013,Volkswagen AG,Germany,Automobiles & Components,1460.114,30647,15.68%,4.84%,79.48%
20309 5 2014,2014,Volkswagen AG,Germany,Automobiles & Components,1539.039,34694,null,null,null
20309 5 2015,2015,Volkswagen AG,Germany,Automobiles & Components,1539.039,33683,null,null,null
20309 6 2014,2014,Volkswagen AG,Germany,Automobiles & Components,929.8644,21488,null,null,null
20309 6 2015,2015,Volkswagen AG,Germany,Automobiles & Components,929.8644,21488,null,null,null
20309 6 2016,2016,Volkswagen AG,Germany,Automobiles & Components,929.8644,21488,null,null,null
20309 7 2014,2014,Volkswagen AG,Germany,Automobiles & Components,1895.109,37094,null,null,null
20309 7 2015,2015,Volkswagen AG,Germany,Automobiles & Components,1895.109,37094,null,null,null
20309 7 2016,2016,Volkswagen AG,Germany,Automobiles & Components,1895.109,37094,null,null,null
20309 8 2014,2014,Volkswagen AG,Germany,Automobiles & Components,1128,28608,null,null,null
20309 8 2015,2015,Volkswagen AG,Germany,Automobiles & Components,1128,28608,null,null,null
20309 8 2016,2016,Volkswagen AG,Germany,Automobiles & Components,1128,28608,null,null,null
20309 9 2016,2016,Volkswagen AG,Germany,Automobiles & Components,1185,7550,null,null,null
20523 1 2013,2013,Waters Corporation,USA,"Pharmaceuticals, Biotechnology & Life Scienc",59,15196.6,2.95%,0.64%,96.41%
20523 1 2014,2014,Waters Corporation,USA,"Pharmaceuticals, Biotechnology & Life Scienc",59,40215,1.41%,0.30%,98.28%
20523 2 2013,2013,Waters Corporation,USA,"Pharmaceuticals, Biotechnology & Life Scienc",25.9,17074.4,4.07%,0.88%,95.05%
20527 1 2013,2013,Weg S/A,Brazil,Capital Goods,90,53057.5,0.01%,0.00%,99.99%
20527 1 2014,2014,Weg S/A,Brazil,Capital Goods,90,87589.36467,0.02%,0.00%,99.98%
20527 1 2015,2015,Weg S/A,Brazil,Electrical Equipment and Machinery,90,20007.62,0.10%,0.02%,99.88%
20822 1 2013,2013,Xerox Corporation,USA,Technology Hardware & Equipment,25.5,584,3.60%,67.29%,29.11%
20822 1 2014,2014,Xerox Corporation,USA,Technology Hardware & Equipment,25.5,584,3.60%,67.29%,29.11%
20822 1 2015,2015,Xerox Corporation,USA,Software & Services,25.5,584,3.60%,67.29%,29.11%
20822 1 2016,2016,Xerox Corporation,USA,Software & Services,25.5,584,3.60%,67.29%,29.11%
20822 2 2013,2013,Xerox Corporation,USA,Technology Hardware & Equipment,46.308,2445,1.60%,27.72%,70.69%
20822 2 2015,2015,Xerox Corporation,USA,Software & Services,46.308,2445,1.60%,27.72%,70.69%
20822 2 2016,2016,Xerox Corporation,USA,Software & Services,46.308,2445,1.60%,27.72%,70.69%
20822 3 2013,2013,Xerox Corporation,USA,Technology Hardware & Equipment,368.8,7090,1.26%,32.44%,66.29%
20822 3 2014,2014,Xerox Corporation,USA,Technology Hardware & Equipment,368.8,7090,1.27%,32.57%,66.16%
20822 3 2015,2015,Xerox Corporation,USA,Software & Services,368.8,7090,1.27%,32.57%,66.16%
20822 3 2016,2016,Xerox Corporation,USA,Software & Services,368.8,7090,1.27%,32.57%,66.16%
20822 4 2013,2013,Xerox Corporation,USA,Technology Hardware & Equipment,34.0194,2110,null,null,null
20822 4 2014,2014,Xerox Corporation,USA,Technology Hardware & Equipment,34.0194,2011,3.88%,9.10%,87.02%
20822 4 2015,2015,Xerox Corporation,USA,Software & Services,34.0194,2011,3.88%,9.10%,87.02%
20822 4 2016,2016,Xerox Corporation,USA,Software & Services,34.0194,2011,3.88%,9.10%,87.02%
20822 5 2014,2014,Xerox Corporation,USA,Technology Hardware & Equipment,44,2000,13.31%,2.12%,84.57%
20822 5 2015,2015,Xerox Corporation,USA,Software & Services,44,2000,13.31%,2.12%,84.57%
20822 5 2016,2016,Xerox Corporation,USA,Software & Services,44,2000,13.31%,2.12%,84.57%
20822 6 2015,2015,Xerox Corporation,USA,Software & Services,158.5,4216,64.27%,0.00%,35.73%
20822 6 2016,2016,Xerox Corporation,USA,Software & Services,158.5,4216,64.29%,0.00%,35.71%
20822 7 2015,2015,Xerox Corporation,USA,Software & Services,137.2,1300,47.58%,2.61%,49.81%
20822 7 2016,2016,Xerox Corporation,USA,Software & Services,137.2,1300,47.58%,2.61%,49.81%
20822 8 2015,2015,Xerox Corporation,USA,Software & Services,137.2,1500,41.53%,2.28%,56.20%
20822 8 2016,2016,Xerox Corporation,USA,Software & Services,137.2,1500,41.53%,2.28%,56.20%
20822 9 2015,2015,Xerox Corporation,USA,Software & Services,137.2,1700,37.51%,2.06%,60.44%
20822 9 2016,2016,Xerox Corporation,USA,Software & Services,137.2,1700,37.51%,2.06%,60.44%
20871 1 2015,2015,Azbil Corporation,Japan,Technology Hardware & Equipment,3.6,42.2,54.23%,20.36%,25.41%
20871 2 2015,2015,Azbil Corporation,Japan,Technology Hardware & Equipment,0.11,13.8,1.70%,0.13%,98.17%
20871 5 2015,2015,Azbil Corporation,Japan,Technology Hardware & Equipment,0.11,2.5,96.00%,2.80%,1.20%
20871 6 2015,2015,Azbil Corporation,Japan,Technology Hardware & Equipment,0.24,8.3,99.81%,0.00%,0.19%
20947 1 2014,2014,"Yokohama Rubber Company, Limited",Japan,Automobiles & Components,8.7,256.5,9.36%,2.73%,87.91%
20947 1 2015,2015,"Yokohama Rubber Company, Limited",Japan,Tires,8.7,287.68,13.77%,4.00%,82.24%
20947 2 2014,2014,"Yokohama Rubber Company, Limited",Japan,Automobiles & Components,160,1881,null,null,null
20947 2 2015,2015,"Yokohama Rubber Company, Limited",Japan,Tires,160,1734,null,null,null
2116 1 2015,2015,Brambles,Australia,Trading Companies & Distributors and Commerc,31.8,40.79,null,null,null
2116 2 2015,2015,Brambles,Australia,Trading Companies & Distributors and Commerc,31.8,35.16,null,null,null
2116 3 2015,2015,Brambles,Australia,Trading Companies & Distributors and Commerc,2.5,20.04,null,null,null
2116 5 2015,2015,Brambles,Australia,Trading Companies & Distributors and Commerc,15.9,18.76,null,null,null
2116 6 2015,2015,Brambles,Australia,Trading Companies & Distributors and Commerc,2.4062,89.567,null,null,null
2116 8 2015,2015,Brambles,Australia,Trading Companies & Distributors and Commerc,2.4062,34.15,null,null,null
2135 1 2013,2013,Braskem S/A,Brazil,Materials,1,1.32,82.40%,17.60%,0.00%
2135 1 2014,2014,Braskem S/A,Brazil,Materials,1,1.32,null,null,null
2135 1 2015,2015,Braskem S/A,Brazil,Chemicals,1,1.32,null,null,null
2135 1 2016,2016,Braskem S/A,Brazil,Materials,1000,1320,null,null,null
2135 2 2013,2013,Braskem S/A,Brazil,Materials,1,1.33,81.69%,18.31%,0.00%
2135 2 2014,2014,Braskem S/A,Brazil,Materials,1,1.33,null,null,null
2135 2 2015,2015,Braskem S/A,Brazil,Chemicals,1,1.33,null,null,null
2135 2 2016,2016,Braskem S/A,Brazil,Materials,1000,1330,null,null,null
2135 3 2013,2013,Braskem S/A,Brazil,Materials,1,1.77,44.07%,13.56%,42.37%
2135 3 2014,2014,Braskem S/A,Brazil,Materials,1,1.77,null,null,null
2135 3 2015,2015,Braskem S/A,Brazil,Chemicals,1,1.77,null,null,null
2135 3 2016,2016,Braskem S/A,Brazil,Materials,1000,1770,null,null,null
21394 1 2013,2013,Wistron Corp,Taiwan,Technology Hardware & Equipment,2.35868,8.8,null,null,null
21477 10 2015,2015,Quanta Computer,Taiwan,Technology Hardware & Equipment,1000,1600,null,null,null
21477 11 2015,2015,Quanta Computer,Taiwan,Technology Hardware & Equipment,1000,10202,null,null,null
21477 1 2015,2015,Quanta Computer,Taiwan,Technology Hardware & Equipment,1000,1330,null,null,null
21477 12 2015,2015,Quanta Computer,Taiwan,Technology Hardware & Equipment,1000,10202,null,null,null
21477 13 2015,2015,Quanta Computer,Taiwan,Technology Hardware & Equipment,1000,10202,null,null,null
21477 14 2015,2015,Quanta Computer,Taiwan,Technology Hardware & Equipment,1000,10202,null,null,null
21477 14 2016,2016,Quanta Computer,Taiwan,Technology Hardware & Equipment,0.25,5.3,null,null,null
21477 15 2016,2016,Quanta Computer,Taiwan,Technology Hardware & Equipment,8.05,5.4,null,null,null
21477 16 2016,2016,Quanta Computer,Taiwan,Technology Hardware & Equipment,8.05,5.3,null,null,null
21477 17 2016,2016,Quanta Computer,Taiwan,Technology Hardware & Equipment,2.95,5.4,null,null,null
21477 20 2016,2016,Quanta Computer,Taiwan,Technology Hardware & Equipment,19.97,2.4,null,null,null
21477 21 2016,2016,Quanta Computer,Taiwan,Technology Hardware & Equipment,0.35,5.3,null,null,null
21477 2 2015,2015,Quanta Computer,Taiwan,Technology Hardware & Equipment,1000,3248,null,null,null
21477 22 2016,2016,Quanta Computer,Taiwan,Technology Hardware & Equipment,0.35,3.6,null,null,null
21477 3 2015,2015,Quanta Computer,Taiwan,Technology Hardware & Equipment,1000,1600,null,null,null
21477 4 2015,2015,Quanta Computer,Taiwan,Technology Hardware & Equipment,1000,1600,null,null,null
21477 5 2015,2015,Quanta Computer,Taiwan,Technology Hardware & Equipment,1000,1600,null,null,null
21477 6 2015,2015,Quanta Computer,Taiwan,Technology Hardware & Equipment,1000,1600,null,null,null
21477 7 2015,2015,Quanta Computer,Taiwan,Technology Hardware & Equipment,1000,1600,null,null,null
21477 8 2015,2015,Quanta Computer,Taiwan,Technology Hardware & Equipment,1000,1600,null,null,null
21477 9 2015,2015,Quanta Computer,Taiwan,Technology Hardware & Equipment,1000,1600,null,null,null
2156 1 2016,2016,Bridgestone Corporation,Japan,Automobiles & Components,9.07185,118,9.19%,3.88%,86.93%
21673 1 2014,2014,Coway Co Ltd,South Korea,Consumer Durables & Apparel,7.2,126,26.58%,0.79%,72.63%
21889 1 2013,2013,Empresas CMPC,Chile,Materials,1000,549.2,null,null,null
21889 1 2014,2014,Empresas CMPC,Chile,Materials,1000,554.94,26.42%,73.58%,0.00%
21889 1 2015,2015,Empresas CMPC,Chile,"Forest and Paper Products   Forestry, Timber",1000,451.46,26.42%,73.58%,0.00%
22295 10 2015,2015,Metsä Board,Finland,"Forest and Paper Products   Forestry, Timber",1000,918,11.00%,83.55%,5.45%
22295 11 2015,2015,Metsä Board,Finland,"Forest and Paper Products   Forestry, Timber",1000,918,11.00%,83.55%,5.45%
22295 1 2013,2013,Metsä Board,Finland,Materials,1000,597,21.27%,71.19%,7.54%
22295 1 2015,2015,Metsä Board,Finland,"Forest and Paper Products   Forestry, Timber",1000,782,15.73%,78.01%,6.27%
22295 12 2015,2015,Metsä Board,Finland,"Forest and Paper Products   Forestry, Timber",1000,918,11.00%,83.55%,5.45%
22295 13 2015,2015,Metsä Board,Finland,"Forest and Paper Products   Forestry, Timber",1000,918,11.00%,83.55%,5.45%
22295 14 2015,2015,Metsä Board,Finland,"Forest and Paper Products   Forestry, Timber",1000,900,11.22%,83.22%,5.56%
22295 15 2016,2016,Metsä Board,Finland,Materials,1000,807,null,null,null
22295 16 2016,2016,Metsä Board,Finland,Materials,1000,767,25.03%,74.97%,0.00%
22295 17 2016,2016,Metsä Board,Finland,Materials,1000,369,48.51%,51.49%,0.00%
22295 18 2016,2016,Metsä Board,Finland,Materials,1000,804,22.87%,77.13%,0.00%
22295 19 2016,2016,Metsä Board,Finland,Materials,1000,534,36.70%,63.30%,0.00%
22295 20 2016,2016,Metsä Board,Finland,Materials,1000,767,28.07%,71.93%,0.00%
22295 21 2016,2016,Metsä Board,Finland,Materials,1000,766,27.32%,72.68%,0.00%
22295 2 2013,2013,Metsä Board,Finland,Materials,1000,482,26.35%,62.45%,11.20%
22295 2 2015,2015,Metsä Board,Finland,"Forest and Paper Products   Forestry, Timber",1000,804,15.55%,77.11%,7.34%
22295 22 2016,2016,Metsä Board,Finland,Materials,1000,767,null,null,null
22295 23 2016,2016,Metsä Board,Finland,Materials,1000,767,28.07%,71.93%,0.00%
22295 24 2016,2016,Metsä Board,Finland,Materials,1000,811,21.21%,78.79%,0.00%
22295 25 2016,2016,Metsä Board,Finland,Materials,1000,534,36.70%,63.30%,0.00%
22295 26 2016,2016,Metsä Board,Finland,Materials,1000,776,25.90%,74.10%,0.00%
22295 3 2013,2013,Metsä Board,Finland,Materials,1000,478,24.43%,64.30%,11.27%
22295 3 2015,2015,Metsä Board,Finland,"Forest and Paper Products   Forestry, Timber",1000,811,14.06%,78.42%,7.52%
22295 4 2013,2013,Metsä Board,Finland,Materials,1000,359,42.34%,44.01%,13.65%
22295 4 2015,2015,Metsä Board,Finland,"Forest and Paper Products   Forestry, Timber",1000,534,27.53%,63.30%,9.18%
22295 5 2013,2013,Metsä Board,Finland,Materials,1000,359,42.34%,44.01%,13.65%
22295 5 2015,2015,Metsä Board,Finland,"Forest and Paper Products   Forestry, Timber",1000,534,27.53%,63.30%,9.18%
22295 6 2013,2013,Metsä Board,Finland,Materials,1000,398,37.69%,47.74%,14.57%
22295 7 2013,2013,Metsä Board,Finland,Materials,1000,781,17.16%,76.31%,6.53%
22295 8 2013,2013,Metsä Board,Finland,Materials,1000,792,18.71%,74.84%,6.45%
22295 9 2013,2013,Metsä Board,Finland,Materials,1000,781,17.16%,76.31%,6.53%
22322 1 2014,2014,Owens Illinois,USA,Materials,0.416,0.153,null,null,null
22322 2 2014,2014,Owens Illinois,USA,Materials,0.416,0.11,null,null,null
22322 3 2014,2014,Owens Illinois,USA,Materials,0.416,0.117,null,null,null
22322 4 2014,2014,Owens Illinois,USA,Materials,0.416,0.171,null,null,null
22379 1 2014,2014,BillerudKorsnäs,Sweden,Materials,1000,407,69.40%,9.70%,20.90%
22379 1 2015,2015,BillerudKorsnäs,Sweden,Containers & Packaging,1000,407,69.40%,9.70%,20.90%
22645 1 2013,2013,Chunghwa Picture Tubes Ltd,Taiwan,Technology Hardware & Equipment,0.28,12,57.00%,32.00%,11.00%
22710 1 2014,2014,Coca Cola HBC AG,Switzerland,"Food, Beverage & Tobacco",1.093,0.1673,84.28%,11.12%,4.60%
22710 1 2015,2015,Coca Cola HBC AG,Switzerland,Food & Beverage Processing,1.093,0.158,38.37%,12.71%,48.93%
22710 1 2016,2016,Coca Cola HBC AG,Switzerland,"Food, Beverage & Tobacco",1.093,0.147,42.17%,10.98%,46.85%
22917 2 2015,2015,"Gamesa Corporación Tecnológica, S.A.",Spain,Electrical Equipment and Machinery,361000,1251625,null,null,null
22917 3 2015,2015,"Gamesa Corporación Tecnológica, S.A.",Spain,Electrical Equipment and Machinery,400000,1532608,null,null,null
22917 4 2015,2015,"Gamesa Corporación Tecnológica, S.A.",Spain,Electrical Equipment and Machinery,600000,3718044,null,null,null
22917 5 2015,2015,"Gamesa Corporación Tecnológica, S.A.",Spain,Electrical Equipment and Machinery,600000,3276187,null,null,null
23195 10 2013,2013,Hewlett Packard,USA,Technology Hardware & Equipment,7.1,300,0.83%,46.90%,52.28%
23195 11 2013,2013,Hewlett Packard,USA,Technology Hardware & Equipment,8.3,380,0.86%,43.06%,56.08%
23195 1 2013,2013,Hewlett Packard,USA,Technology Hardware & Equipment,52.5,16100,null,null,null
23195 12 2013,2013,Hewlett Packard,USA,Technology Hardware & Equipment,10.1,460,1.04%,38.32%,60.63%
23195 2 2013,2013,Hewlett Packard,USA,Technology Hardware & Equipment,7.2,231.4,null,null,null
23195 3 2013,2013,Hewlett Packard,USA,Technology Hardware & Equipment,10.61,262.1,34.50%,13.16%,52.35%
23195 4 2013,2013,Hewlett Packard,USA,Technology Hardware & Equipment,3.1,420,0.52%,36.38%,63.10%
23195 5 2013,2013,Hewlett Packard,USA,Technology Hardware & Equipment,7.6,500,0.77%,33.23%,66.00%
23195 6 2013,2013,Hewlett Packard,USA,Technology Hardware & Equipment,11.2,580,0.75%,26.92%,72.33%
23195 7 2013,2013,Hewlett Packard,USA,Technology Hardware & Equipment,1.61,230,0.47%,76.66%,22.87%
23195 8 2013,2013,Hewlett Packard,USA,Technology Hardware & Equipment,2.25,290,0.59%,62.52%,36.89%
23195 9 2013,2013,Hewlett Packard,USA,Technology Hardware & Equipment,3,370,0.24%,69.08%,30.68%
23634 10 2016,2016,Herman Miller,USA,Consumer Durables & Apparel,70.2,54,null,null,null
23634 11 2016,2016,Herman Miller,USA,Consumer Durables & Apparel,88.7,77,null,null,null
23634 1 2015,2015,Herman Miller,USA,"Consumer Durables, Household and Personal Pr",23.59,98,null,null,null
3768 1 2016,2016,CNX Resources,USA,Energy,0.00127018,0.063,5.69%,3.02%,91.29%
23634 1 2016,2016,Herman Miller,USA,Consumer Durables & Apparel,23.59,98,null,null,null
23634 12 2016,2016,Herman Miller,USA,Consumer Durables & Apparel,107,43,null,null,null
23634 13 2016,2016,Herman Miller,USA,Consumer Durables & Apparel,19.323,87,null,null,null
23634 2 2015,2015,Herman Miller,USA,"Consumer Durables, Household and Personal Pr",9.53,26,null,null,null
23634 2 2016,2016,Herman Miller,USA,Consumer Durables & Apparel,9.53,26,null,null,null
23634 3 2015,2015,Herman Miller,USA,"Consumer Durables, Household and Personal Pr",24.95,91,null,null,null
23634 3 2016,2016,Herman Miller,USA,Consumer Durables & Apparel,24.95,98,null,null,null
23634 4 2015,2015,Herman Miller,USA,"Consumer Durables, Household and Personal Pr",19.05,105,null,null,null
23634 4 2016,2016,Herman Miller,USA,Consumer Durables & Apparel,19.05,105,null,null,null
23634 5 2015,2015,Herman Miller,USA,"Consumer Durables, Household and Personal Pr",17.24,82,null,null,null
23634 5 2016,2016,Herman Miller,USA,Consumer Durables & Apparel,17.24,82,null,null,null
23634 6 2015,2015,Herman Miller,USA,"Consumer Durables, Household and Personal Pr",7.71,48,null,null,null
23634 6 2016,2016,Herman Miller,USA,Consumer Durables & Apparel,7.71,48,null,null,null
23634 7 2015,2015,Herman Miller,USA,"Consumer Durables, Household and Personal Pr",24.95,72,null,null,null
23634 7 2016,2016,Herman Miller,USA,Consumer Durables & Apparel,24.95,72,null,null,null
23634 8 2016,2016,Herman Miller,USA,Consumer Durables & Apparel,34.93,102,null,null,null
23634 9 2016,2016,Herman Miller,USA,Consumer Durables & Apparel,99.5,76,null,null,null
2377 1 2014,2014,BT Group,United Kingdom,Telecommunication Services,1.4,4.7,19.23%,2.99%,77.78%
2377 1 2015,2015,BT Group,United Kingdom,Telecommunication Services,1.4,4.7,19.23%,2.99%,77.78%
2377 2 2014,2014,BT Group,United Kingdom,Telecommunication Services,1.1,57,12.01%,0.37%,87.62%
2377 2 2015,2015,BT Group,United Kingdom,Telecommunication Services,1.1,57,11.86%,0.37%,87.78%
2377 3 2014,2014,BT Group,United Kingdom,Telecommunication Services,1.2,33,6.88%,1.07%,92.05%
2377 3 2015,2015,BT Group,United Kingdom,Telecommunication Services,1.2,33,6.88%,1.07%,92.05%
2377 4 2014,2014,BT Group,United Kingdom,Telecommunication Services,1.7,88,11.23%,0.05%,88.72%
2377 4 2015,2015,BT Group,United Kingdom,Telecommunication Services,1.7,88,11.23%,0.05%,88.72%
2555 1 2014,2014,Cabot Corporation,USA,Materials,1000,2280,null,null,null
2688 1 2014,2014,Canon Inc.,Japan,Technology Hardware & Equipment,71,39,55.85%,21.30%,22.86%
2688 2 2014,2014,Canon Inc.,Japan,Technology Hardware & Equipment,30.98,57,56.52%,21.55%,21.93%
2688 3 2014,2014,Canon Inc.,Japan,Technology Hardware & Equipment,0.553,13,63.81%,24.34%,11.85%
2688 4 2014,2014,Canon Inc.,Japan,Technology Hardware & Equipment,1.53,19,57.39%,21.89%,20.73%
2802 1 2013,2013,Cargill,USA,"Food, Beverage & Tobacco",1,1.3,null,null,null
2802 1 2014,2014,Cargill,USA,"Food, Beverage & Tobacco",1,1.3,null,null,null
28843 1 2013,2013,AVK,United Kingdom,Capital Goods,13,31.33,39.38%,56.85%,3.77%
28843 1 2014,2014,AVK,United Kingdom,Capital Goods,13,30.05,97.64%,0.13%,2.22%
28843 2 2013,2013,AVK,United Kingdom,Capital Goods,41,94.08,45.25%,46.95%,7.80%
28843 3 2013,2013,AVK,United Kingdom,Capital Goods,23,44.27,72.07%,17.08%,10.84%
28843 3 2014,2014,AVK,United Kingdom,Capital Goods,23,33.44,99.48%,0.09%,0.43%
28843 4 2014,2014,AVK,United Kingdom,Capital Goods,41,62.63,97.85%,0.05%,2.11%
28843 5 2014,2014,AVK,United Kingdom,Capital Goods,7,57.07,98.76%,0.02%,1.23%
28921 1 2016,2016,Pacific Coast Producers,USA,"Food, Beverage & Tobacco",907.19,187.161,null,null,null
28933 1 2013,2013,"Shaw Industries Group, Inc.",USA,Consumer Durables & Apparel,0.267906667,14.6,82.31%,9.52%,8.16%
28991 1 2016,2016,Retal,Lithuania,Materials,0.03,0.0108,null,null,null
2908 1 2013,2013,"Casio Computer Co., Ltd.",Japan,Consumer Durables & Apparel,45,2344,11.52%,0.55%,87.92%
